Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:28028, gt.metaitem.01.28028.name
gregtech:gt.metaitem.01:28029, gt.metaitem.01.28029.name
gregtech:gt.metaitem.01:28030, gt.metaitem.01.28030.name
gregtech:gt.metaitem.01:28031, gt.metaitem.01.28031.name
gregtech:gt.metaitem.01:28032, gt.metaitem.01.28032.name
gregtech:gt.metaitem.01:28033, gt.metaitem.01.28033.name
gregtech:gt.metaitem.01:28034, gt.metaitem.01.28034.name
gregtech:gt.metaitem.01:28035, gt.metaitem.01.28035.name
gregtech:gt.metaitem.01:28036, gt.metaitem.01.28036.name
gregtech:gt.metaitem.01:28037, gt.metaitem.01.28037.name
gregtech:gt.metaitem.01:28039, gt.metaitem.01.28039.name
gregtech:gt.metaitem.01:28043, gt.metaitem.01.28043.name
gregtech:gt.metaitem.01:28045, gt.metaitem.01.28045.name
gregtech:gt.metaitem.01:28047, gt.metaitem.01.28047.name
gregtech:gt.metaitem.01:28048, gt.metaitem.01.28048.name
gregtech:gt.metaitem.01:28052, gt.metaitem.01.28052.name
gregtech:gt.metaitem.01:28054, gt.metaitem.01.28054.name
gregtech:gt.metaitem.01:28056, gt.metaitem.01.28056.name
gregtech:gt.metaitem.01:28057, gt.metaitem.01.28057.name
gregtech:gt.metaitem.01:28058, gt.metaitem.01.28058.name
gregtech:gt.metaitem.01:28059, gt.metaitem.01.28059.name
gregtech:gt.metaitem.01:28062, gt.metaitem.01.28062.name
gregtech:gt.metaitem.01:28064, gt.metaitem.01.28064.name
gregtech:gt.metaitem.01:28065, gt.metaitem.01.28065.name
gregtech:gt.metaitem.01:28066, gt.metaitem.01.28066.name
gregtech:gt.metaitem.01:28067, gt.metaitem.01.28067.name
gregtech:gt.metaitem.01:28068, gt.metaitem.01.28068.name
gregtech:gt.metaitem.01:28069, gt.metaitem.01.28069.name
gregtech:gt.metaitem.01:28070, gt.metaitem.01.28070.name
gregtech:gt.metaitem.01:28071, gt.metaitem.01.28071.name
gregtech:gt.metaitem.01:28072, gt.metaitem.01.28072.name
gregtech:gt.metaitem.01:28073, gt.metaitem.01.28073.name
gregtech:gt.metaitem.01:28074, gt.metaitem.01.28074.name
gregtech:gt.metaitem.01:28075, gt.metaitem.01.28075.name
gregtech:gt.metaitem.01:28076, gt.metaitem.01.28076.name
gregtech:gt.metaitem.01:28077, gt.metaitem.01.28077.name
gregtech:gt.metaitem.01:28078, gt.metaitem.01.28078.name
gregtech:gt.metaitem.01:28080, gt.metaitem.01.28080.name
gregtech:gt.metaitem.01:28081, gt.metaitem.01.28081.name
gregtech:gt.metaitem.01:28083, gt.metaitem.01.28083.name
gregtech:gt.metaitem.01:28084, gt.metaitem.01.28084.name
gregtech:gt.metaitem.01:28085, gt.metaitem.01.28085.name
gregtech:gt.metaitem.01:28086, gt.metaitem.01.28086.name
gregtech:gt.metaitem.01:28089, gt.metaitem.01.28089.name
gregtech:gt.metaitem.01:28090, gt.metaitem.01.28090.name
gregtech:gt.metaitem.01:28096, gt.metaitem.01.28096.name
gregtech:gt.metaitem.01:28097, gt.metaitem.01.28097.name
gregtech:gt.metaitem.01:28098, gt.metaitem.01.28098.name
gregtech:gt.metaitem.01:28100, gt.metaitem.01.28100.name
gregtech:gt.metaitem.01:28101, gt.metaitem.01.28101.name
gregtech:gt.metaitem.01:28103, gt.metaitem.01.28103.name
gregtech:gt.metaitem.01:28129, gt.metaitem.01.28129.name
gregtech:gt.metaitem.01:28300, gt.metaitem.01.28300.name
gregtech:gt.metaitem.01:28301, gt.metaitem.01.28301.name
gregtech:gt.metaitem.01:28302, gt.metaitem.01.28302.name
gregtech:gt.metaitem.01:28303, gt.metaitem.01.28303.name
gregtech:gt.metaitem.01:28304, gt.metaitem.01.28304.name
gregtech:gt.metaitem.01:28305, gt.metaitem.01.28305.name
gregtech:gt.metaitem.01:28306, gt.metaitem.01.28306.name
gregtech:gt.metaitem.01:28307, gt.metaitem.01.28307.name
gregtech:gt.metaitem.01:28308, gt.metaitem.01.28308.name
gregtech:gt.metaitem.01:28309, gt.metaitem.01.28309.name
gregtech:gt.metaitem.01:28310, gt.metaitem.01.28310.name
gregtech:gt.metaitem.01:28311, gt.metaitem.01.28311.name
gregtech:gt.metaitem.01:28312, gt.metaitem.01.28312.name
gregtech:gt.metaitem.01:28313, gt.metaitem.01.28313.name
gregtech:gt.metaitem.01:28314, gt.metaitem.01.28314.name
gregtech:gt.metaitem.01:28315, gt.metaitem.01.28315.name
gregtech:gt.metaitem.01:28316, gt.metaitem.01.28316.name
gregtech:gt.metaitem.01:28317, gt.metaitem.01.28317.name
gregtech:gt.metaitem.01:28318, gt.metaitem.01.28318.name
gregtech:gt.metaitem.01:28319, gt.metaitem.01.28319.name
gregtech:gt.metaitem.01:28320, gt.metaitem.01.28320.name
gregtech:gt.metaitem.01:28321, gt.metaitem.01.28321.name
gregtech:gt.metaitem.01:28322, gt.metaitem.01.28322.name
gregtech:gt.metaitem.01:28323, gt.metaitem.01.28323.name
gregtech:gt.metaitem.01:28324, gt.metaitem.01.28324.name
gregtech:gt.metaitem.01:28325, gt.metaitem.01.28325.name
gregtech:gt.metaitem.01:28326, gt.metaitem.01.28326.name
gregtech:gt.metaitem.01:28327, gt.metaitem.01.28327.name
gregtech:gt.metaitem.01:28328, gt.metaitem.01.28328.name
gregtech:gt.metaitem.01:28329, gt.metaitem.01.28329.name
gregtech:gt.metaitem.01:28330, gt.metaitem.01.28330.name
gregtech:gt.metaitem.01:28331, gt.metaitem.01.28331.name
gregtech:gt.metaitem.01:28332, gt.metaitem.01.28332.name
gregtech:gt.metaitem.01:28333, gt.metaitem.01.28333.name
gregtech:gt.metaitem.01:28334, gt.metaitem.01.28334.name
gregtech:gt.metaitem.01:28335, gt.metaitem.01.28335.name
gregtech:gt.metaitem.01:28336, gt.metaitem.01.28336.name
gregtech:gt.metaitem.01:28337, gt.metaitem.01.28337.name
gregtech:gt.metaitem.01:28338, gt.metaitem.01.28338.name
gregtech:gt.metaitem.01:28339, gt.metaitem.01.28339.name
gregtech:gt.metaitem.01:28340, gt.metaitem.01.28340.name
gregtech:gt.metaitem.01:28341, gt.metaitem.01.28341.name
gregtech:gt.metaitem.01:28342, gt.metaitem.01.28342.name
gregtech:gt.metaitem.01:28343, gt.metaitem.01.28343.name
gregtech:gt.metaitem.01:28344, gt.metaitem.01.28344.name
gregtech:gt.metaitem.01:28345, gt.metaitem.01.28345.name
gregtech:gt.metaitem.01:28346, gt.metaitem.01.28346.name
gregtech:gt.metaitem.01:28348, gt.metaitem.01.28348.name
gregtech:gt.metaitem.01:28349, gt.metaitem.01.28349.name
gregtech:gt.metaitem.01:28350, gt.metaitem.01.28350.name
gregtech:gt.metaitem.01:28351, gt.metaitem.01.28351.name
gregtech:gt.metaitem.01:28352, gt.metaitem.01.28352.name
gregtech:gt.metaitem.01:28353, gt.metaitem.01.28353.name
gregtech:gt.metaitem.01:28354, gt.metaitem.01.28354.name
gregtech:gt.metaitem.01:28355, gt.metaitem.01.28355.name
gregtech:gt.metaitem.01:28356, gt.metaitem.01.28356.name
gregtech:gt.metaitem.01:28357, gt.metaitem.01.28357.name
gregtech:gt.metaitem.01:28358, gt.metaitem.01.28358.name
gregtech:gt.metaitem.01:28359, gt.metaitem.01.28359.name
gregtech:gt.metaitem.01:28360, gt.metaitem.01.28360.name
gregtech:gt.metaitem.01:28361, gt.metaitem.01.28361.name
gregtech:gt.metaitem.01:28362, gt.metaitem.01.28362.name
gregtech:gt.metaitem.01:28363, gt.metaitem.01.28363.name
gregtech:gt.metaitem.01:28364, gt.metaitem.01.28364.name
gregtech:gt.metaitem.01:28370, gt.metaitem.01.28370.name
gregtech:gt.metaitem.01:28371, gt.metaitem.01.28371.name
gregtech:gt.metaitem.01:28372, gt.metaitem.01.28372.name
gregtech:gt.metaitem.01:28373, gt.metaitem.01.28373.name
gregtech:gt.metaitem.01:28374, gt.metaitem.01.28374.name
gregtech:gt.metaitem.01:28470, gt.metaitem.01.28470.name
gregtech:gt.metaitem.01:28471, gt.metaitem.01.28471.name
gregtech:gt.metaitem.01:28472, gt.metaitem.01.28472.name
gregtech:gt.metaitem.01:28473, gt.metaitem.01.28473.name
gregtech:gt.metaitem.01:28489, gt.metaitem.01.28489.name
gregtech:gt.metaitem.01:28490, gt.metaitem.01.28490.name
gregtech:gt.metaitem.01:28521, gt.metaitem.01.28521.name
gregtech:gt.metaitem.01:28770, gt.metaitem.01.28770.name
gregtech:gt.metaitem.01:28809, gt.metaitem.01.28809.name
gregtech:gt.metaitem.01:28829, gt.metaitem.01.28829.name
gregtech:gt.metaitem.01:28874, gt.metaitem.01.28874.name
gregtech:gt.metaitem.01:28880, gt.metaitem.01.28880.name
gregtech:gt.metaitem.01:28884, gt.metaitem.01.28884.name
gregtech:gt.metaitem.01:28889, gt.metaitem.01.28889.name
gregtech:gt.metaitem.01:28950, gt.metaitem.01.28950.name
gregtech:gt.metaitem.01:28951, gt.metaitem.01.28951.name
gregtech:gt.metaitem.01:28952, gt.metaitem.01.28952.name
gregtech:gt.metaitem.01:28953, gt.metaitem.01.28953.name
gregtech:gt.metaitem.01:28954, gt.metaitem.01.28954.name
gregtech:gt.metaitem.01:28955, gt.metaitem.01.28955.name
gregtech:gt.metaitem.01:28956, gt.metaitem.01.28956.name
gregtech:gt.metaitem.01:28957, gt.metaitem.01.28957.name
gregtech:gt.metaitem.01:28958, gt.metaitem.01.28958.name
gregtech:gt.metaitem.01:28959, gt.metaitem.01.28959.name
gregtech:gt.metaitem.01:28960, gt.metaitem.01.28960.name
gregtech:gt.metaitem.01:28961, gt.metaitem.01.28961.name
gregtech:gt.metaitem.01:28962, gt.metaitem.01.28962.name
gregtech:gt.metaitem.01:28963, gt.metaitem.01.28963.name
gregtech:gt.metaitem.01:28964, gt.metaitem.01.28964.name
gregtech:gt.metaitem.01:28965, gt.metaitem.01.28965.name
gregtech:gt.metaitem.01:28966, gt.metaitem.01.28966.name
gregtech:gt.metaitem.01:29006, gt.metaitem.01.29006.name
gregtech:gt.metaitem.01:29008, gt.metaitem.01.29008.name
gregtech:gt.metaitem.01:29010, gt.metaitem.01.29010.name
gregtech:gt.metaitem.01:29018, gt.metaitem.01.29018.name
gregtech:gt.metaitem.01:29019, gt.metaitem.01.29019.name
gregtech:gt.metaitem.01:29020, gt.metaitem.01.29020.name
gregtech:gt.metaitem.01:29025, gt.metaitem.01.29025.name
gregtech:gt.metaitem.01:29027, gt.metaitem.01.29027.name
gregtech:gt.metaitem.01:29028, gt.metaitem.01.29028.name
gregtech:gt.metaitem.01:29029, gt.metaitem.01.29029.name
gregtech:gt.metaitem.01:29030, gt.metaitem.01.29030.name
gregtech:gt.metaitem.01:29031, gt.metaitem.01.29031.name
gregtech:gt.metaitem.01:29032, gt.metaitem.01.29032.name
gregtech:gt.metaitem.01:29033, gt.metaitem.01.29033.name
gregtech:gt.metaitem.01:29034, gt.metaitem.01.29034.name
gregtech:gt.metaitem.01:29035, gt.metaitem.01.29035.name
gregtech:gt.metaitem.01:29036, gt.metaitem.01.29036.name
gregtech:gt.metaitem.01:29037, gt.metaitem.01.29037.name
gregtech:gt.metaitem.01:29039, gt.metaitem.01.29039.name
gregtech:gt.metaitem.01:29043, gt.metaitem.01.29043.name
gregtech:gt.metaitem.01:29045, gt.metaitem.01.29045.name
gregtech:gt.metaitem.01:29047, gt.metaitem.01.29047.name
gregtech:gt.metaitem.01:29048, gt.metaitem.01.29048.name
gregtech:gt.metaitem.01:29052, gt.metaitem.01.29052.name
gregtech:gt.metaitem.01:29054, gt.metaitem.01.29054.name
gregtech:gt.metaitem.01:29056, gt.metaitem.01.29056.name
gregtech:gt.metaitem.01:29057, gt.metaitem.01.29057.name
gregtech:gt.metaitem.01:29058, gt.metaitem.01.29058.name
gregtech:gt.metaitem.01:29059, gt.metaitem.01.29059.name
gregtech:gt.metaitem.01:29062, gt.metaitem.01.29062.name
gregtech:gt.metaitem.01:29064, gt.metaitem.01.29064.name
gregtech:gt.metaitem.01:29065, gt.metaitem.01.29065.name
gregtech:gt.metaitem.01:29066, gt.metaitem.01.29066.name
gregtech:gt.metaitem.01:29067, gt.metaitem.01.29067.name
gregtech:gt.metaitem.01:29068, gt.metaitem.01.29068.name
gregtech:gt.metaitem.01:29069, gt.metaitem.01.29069.name
gregtech:gt.metaitem.01:29070, gt.metaitem.01.29070.name
gregtech:gt.metaitem.01:29071, gt.metaitem.01.29071.name
gregtech:gt.metaitem.01:29072, gt.metaitem.01.29072.name
gregtech:gt.metaitem.01:29073, gt.metaitem.01.29073.name
gregtech:gt.metaitem.01:29074, gt.metaitem.01.29074.name
gregtech:gt.metaitem.01:29075, gt.metaitem.01.29075.name
gregtech:gt.metaitem.01:29076, gt.metaitem.01.29076.name
gregtech:gt.metaitem.01:29077, gt.metaitem.01.29077.name
gregtech:gt.metaitem.01:29078, gt.metaitem.01.29078.name
gregtech:gt.metaitem.01:29080, gt.metaitem.01.29080.name
gregtech:gt.metaitem.01:29081, gt.metaitem.01.29081.name
gregtech:gt.metaitem.01:29083, gt.metaitem.01.29083.name
gregtech:gt.metaitem.01:29084, gt.metaitem.01.29084.name
gregtech:gt.metaitem.01:29085, gt.metaitem.01.29085.name
gregtech:gt.metaitem.01:29086, gt.metaitem.01.29086.name
gregtech:gt.metaitem.01:29089, gt.metaitem.01.29089.name
gregtech:gt.metaitem.01:29090, gt.metaitem.01.29090.name
gregtech:gt.metaitem.01:29096, gt.metaitem.01.29096.name
gregtech:gt.metaitem.01:29097, gt.metaitem.01.29097.name
gregtech:gt.metaitem.01:29098, gt.metaitem.01.29098.name
gregtech:gt.metaitem.01:29100, gt.metaitem.01.29100.name
gregtech:gt.metaitem.01:29101, gt.metaitem.01.29101.name
gregtech:gt.metaitem.01:29103, gt.metaitem.01.29103.name
gregtech:gt.metaitem.01:29129, gt.metaitem.01.29129.name
gregtech:gt.metaitem.01:29300, gt.metaitem.01.29300.name
gregtech:gt.metaitem.01:29301, gt.metaitem.01.29301.name
gregtech:gt.metaitem.01:29302, gt.metaitem.01.29302.name
gregtech:gt.metaitem.01:29303, gt.metaitem.01.29303.name
gregtech:gt.metaitem.01:29304, gt.metaitem.01.29304.name
gregtech:gt.metaitem.01:29305, gt.metaitem.01.29305.name
gregtech:gt.metaitem.01:29306, gt.metaitem.01.29306.name
gregtech:gt.metaitem.01:29307, gt.metaitem.01.29307.name
gregtech:gt.metaitem.01:29308, gt.metaitem.01.29308.name
gregtech:gt.metaitem.01:29309, gt.metaitem.01.29309.name
gregtech:gt.metaitem.01:29310, gt.metaitem.01.29310.name
gregtech:gt.metaitem.01:29311, gt.metaitem.01.29311.name
gregtech:gt.metaitem.01:29312, gt.metaitem.01.29312.name
gregtech:gt.metaitem.01:29313, gt.metaitem.01.29313.name
gregtech:gt.metaitem.01:29314, gt.metaitem.01.29314.name
gregtech:gt.metaitem.01:29315, gt.metaitem.01.29315.name
gregtech:gt.metaitem.01:29316, gt.metaitem.01.29316.name
gregtech:gt.metaitem.01:29317, gt.metaitem.01.29317.name
gregtech:gt.metaitem.01:29318, gt.metaitem.01.29318.name
gregtech:gt.metaitem.01:29319, gt.metaitem.01.29319.name
gregtech:gt.metaitem.01:29320, gt.metaitem.01.29320.name
gregtech:gt.metaitem.01:29321, gt.metaitem.01.29321.name
gregtech:gt.metaitem.01:29322, gt.metaitem.01.29322.name
gregtech:gt.metaitem.01:29323, gt.metaitem.01.29323.name
gregtech:gt.metaitem.01:29324, gt.metaitem.01.29324.name
gregtech:gt.metaitem.01:29325, gt.metaitem.01.29325.name
gregtech:gt.metaitem.01:29326, gt.metaitem.01.29326.name
gregtech:gt.metaitem.01:29327, gt.metaitem.01.29327.name
gregtech:gt.metaitem.01:29328, gt.metaitem.01.29328.name
gregtech:gt.metaitem.01:29329, gt.metaitem.01.29329.name
gregtech:gt.metaitem.01:29330, gt.metaitem.01.29330.name
gregtech:gt.metaitem.01:29331, gt.metaitem.01.29331.name
gregtech:gt.metaitem.01:29332, gt.metaitem.01.29332.name
gregtech:gt.metaitem.01:29333, gt.metaitem.01.29333.name
gregtech:gt.metaitem.01:29334, gt.metaitem.01.29334.name
gregtech:gt.metaitem.01:29335, gt.metaitem.01.29335.name
gregtech:gt.metaitem.01:29336, gt.metaitem.01.29336.name
gregtech:gt.metaitem.01:29337, gt.metaitem.01.29337.name
gregtech:gt.metaitem.01:29338, gt.metaitem.01.29338.name
gregtech:gt.metaitem.01:29339, gt.metaitem.01.29339.name
gregtech:gt.metaitem.01:29340, gt.metaitem.01.29340.name
gregtech:gt.metaitem.01:29341, gt.metaitem.01.29341.name
gregtech:gt.metaitem.01:29342, gt.metaitem.01.29342.name
gregtech:gt.metaitem.01:29343, gt.metaitem.01.29343.name
gregtech:gt.metaitem.01:29344, gt.metaitem.01.29344.name
gregtech:gt.metaitem.01:29345, gt.metaitem.01.29345.name
gregtech:gt.metaitem.01:29346, gt.metaitem.01.29346.name
gregtech:gt.metaitem.01:29348, gt.metaitem.01.29348.name
gregtech:gt.metaitem.01:29349, gt.metaitem.01.29349.name
gregtech:gt.metaitem.01:29350, gt.metaitem.01.29350.name
gregtech:gt.metaitem.01:29351, gt.metaitem.01.29351.name
gregtech:gt.metaitem.01:29352, gt.metaitem.01.29352.name
gregtech:gt.metaitem.01:29353, gt.metaitem.01.29353.name
gregtech:gt.metaitem.01:29354, gt.metaitem.01.29354.name
gregtech:gt.metaitem.01:29355, gt.metaitem.01.29355.name
gregtech:gt.metaitem.01:29356, gt.metaitem.01.29356.name
gregtech:gt.metaitem.01:29357, gt.metaitem.01.29357.name
gregtech:gt.metaitem.01:29358, gt.metaitem.01.29358.name
gregtech:gt.metaitem.01:29359, gt.metaitem.01.29359.name
gregtech:gt.metaitem.01:29360, gt.metaitem.01.29360.name
gregtech:gt.metaitem.01:29361, gt.metaitem.01.29361.name
gregtech:gt.metaitem.01:29362, gt.metaitem.01.29362.name
gregtech:gt.metaitem.01:29363, gt.metaitem.01.29363.name
gregtech:gt.metaitem.01:29364, gt.metaitem.01.29364.name
gregtech:gt.metaitem.01:29370, gt.metaitem.01.29370.name
gregtech:gt.metaitem.01:29371, gt.metaitem.01.29371.name
gregtech:gt.metaitem.01:29372, gt.metaitem.01.29372.name
gregtech:gt.metaitem.01:29373, gt.metaitem.01.29373.name
gregtech:gt.metaitem.01:29374, gt.metaitem.01.29374.name
gregtech:gt.metaitem.01:29470, gt.metaitem.01.29470.name
gregtech:gt.metaitem.01:29471, gt.metaitem.01.29471.name
gregtech:gt.metaitem.01:29472, gt.metaitem.01.29472.name
gregtech:gt.metaitem.01:29473, gt.metaitem.01.29473.name
gregtech:gt.metaitem.01:29489, gt.metaitem.01.29489.name
gregtech:gt.metaitem.01:29490, gt.metaitem.01.29490.name
gregtech:gt.metaitem.01:29521, gt.metaitem.01.29521.name
gregtech:gt.metaitem.01:29770, gt.metaitem.01.29770.name
gregtech:gt.metaitem.01:29809, gt.metaitem.01.29809.name
gregtech:gt.metaitem.01:29829, gt.metaitem.01.29829.name
gregtech:gt.metaitem.01:29874, gt.metaitem.01.29874.name
gregtech:gt.metaitem.01:29880, gt.metaitem.01.29880.name
gregtech:gt.metaitem.01:29884, gt.metaitem.01.29884.name
gregtech:gt.metaitem.01:29889, gt.metaitem.01.29889.name
gregtech:gt.metaitem.01:29950, gt.metaitem.01.29950.name
gregtech:gt.metaitem.01:29951, gt.metaitem.01.29951.name
gregtech:gt.metaitem.01:29952, gt.metaitem.01.29952.name
gregtech:gt.metaitem.01:29953, gt.metaitem.01.29953.name
gregtech:gt.metaitem.01:29954, gt.metaitem.01.29954.name
gregtech:gt.metaitem.01:29955, gt.metaitem.01.29955.name
gregtech:gt.metaitem.01:29956, gt.metaitem.01.29956.name
gregtech:gt.metaitem.01:29957, gt.metaitem.01.29957.name
gregtech:gt.metaitem.01:29958, gt.metaitem.01.29958.name
gregtech:gt.metaitem.01:29959, gt.metaitem.01.29959.name
gregtech:gt.metaitem.01:29960, gt.metaitem.01.29960.name
gregtech:gt.metaitem.01:29961, gt.metaitem.01.29961.name
gregtech:gt.metaitem.01:29962, gt.metaitem.01.29962.name
gregtech:gt.metaitem.01:29963, gt.metaitem.01.29963.name
gregtech:gt.metaitem.01:29964, gt.metaitem.01.29964.name
gregtech:gt.metaitem.01:29965, gt.metaitem.01.29965.name
gregtech:gt.metaitem.01:29966, gt.metaitem.01.29966.name
gregtech:gt.metaitem.01:30001, gt.metaitem.01.30001.name
gregtech:gt.metaitem.01:30002, gt.metaitem.01.30002.name
gregtech:gt.metaitem.01:30003, gt.metaitem.01.30003.name
gregtech:gt.metaitem.01:30004, gt.metaitem.01.30004.name
gregtech:gt.metaitem.01:30005, gt.metaitem.01.30005.name
gregtech:gt.metaitem.01:30012, gt.metaitem.01.30012.name
gregtech:gt.metaitem.01:30013, gt.metaitem.01.30013.name
gregtech:gt.metaitem.01:30014, gt.metaitem.01.30014.name
gregtech:gt.metaitem.01:30023, gt.metaitem.01.30023.name
gregtech:gt.metaitem.01:30024, gt.metaitem.01.30024.name
gregtech:gt.metaitem.01:30039, gt.metaitem.01.30039.name
gregtech:gt.metaitem.01:30087, gt.metaitem.01.30087.name
gregtech:gt.metaitem.01:30093, gt.metaitem.01.30093.name
gregtech:gt.metaitem.01:30324, gt.metaitem.01.30324.name
gregtech:gt.metaitem.01:30326, gt.metaitem.01.30326.name
gregtech:gt.metaitem.01:30346, gt.metaitem.01.30346.name
gregtech:gt.metaitem.01:30376, gt.metaitem.01.30376.name
gregtech:gt.metaitem.01:30377, gt.metaitem.01.30377.name
gregtech:gt.metaitem.01:30460, gt.metaitem.01.30460.name
gregtech:gt.metaitem.01:30485, gt.metaitem.01.30485.name
gregtech:gt.metaitem.01:30486, gt.metaitem.01.30486.name
gregtech:gt.metaitem.01:30487, gt.metaitem.01.30487.name
gregtech:gt.metaitem.01:30488, gt.metaitem.01.30488.name
gregtech:gt.metaitem.01:30489, gt.metaitem.01.30489.name
gregtech:gt.metaitem.01:30490, gt.metaitem.01.30490.name
gregtech:gt.metaitem.01:30495, gt.metaitem.01.30495.name
gregtech:gt.metaitem.01:30496, gt.metaitem.01.30496.name
gregtech:gt.metaitem.01:30497, gt.metaitem.01.30497.name
gregtech:gt.metaitem.01:30515, gt.metaitem.01.30515.name
gregtech:gt.metaitem.01:30518, gt.metaitem.01.30518.name
gregtech:gt.metaitem.01:30519, gt.metaitem.01.30519.name
gregtech:gt.metaitem.01:30534, gt.metaitem.01.30534.name
gregtech:gt.metaitem.01:30702, gt.metaitem.01.30702.name
gregtech:gt.metaitem.01:30704, gt.metaitem.01.30704.name
gregtech:gt.metaitem.01:30706, gt.metaitem.01.30706.name
gregtech:gt.metaitem.01:30707, gt.metaitem.01.30707.name
gregtech:gt.metaitem.01:30708, gt.metaitem.01.30708.name
gregtech:gt.metaitem.01:30709, gt.metaitem.01.30709.name
gregtech:gt.metaitem.01:30711, gt.metaitem.01.30711.name
gregtech:gt.metaitem.01:30712, gt.metaitem.01.30712.name
gregtech:gt.metaitem.01:30713, gt.metaitem.01.30713.name
gregtech:gt.metaitem.01:30714, gt.metaitem.01.30714.name
gregtech:gt.metaitem.01:30715, gt.metaitem.01.30715.name
gregtech:gt.metaitem.01:30716, gt.metaitem.01.30716.name
gregtech:gt.metaitem.01:30717, gt.metaitem.01.30717.name
gregtech:gt.metaitem.01:30718, gt.metaitem.01.30718.name
gregtech:gt.metaitem.01:30719, gt.metaitem.01.30719.name
gregtech:gt.metaitem.01:30720, gt.metaitem.01.30720.name
gregtech:gt.metaitem.01:30721, gt.metaitem.01.30721.name
gregtech:gt.metaitem.01:30722, gt.metaitem.01.30722.name
gregtech:gt.metaitem.01:30723, gt.metaitem.01.30723.name
gregtech:gt.metaitem.01:30724, gt.metaitem.01.30724.name
gregtech:gt.metaitem.01:30725, gt.metaitem.01.30725.name
gregtech:gt.metaitem.01:30726, gt.metaitem.01.30726.name
gregtech:gt.metaitem.01:30727, gt.metaitem.01.30727.name
gregtech:gt.metaitem.01:30728, gt.metaitem.01.30728.name
gregtech:gt.metaitem.01:30729, gt.metaitem.01.30729.name
gregtech:gt.metaitem.01:30730, gt.metaitem.01.30730.name
gregtech:gt.metaitem.01:30731, gt.metaitem.01.30731.name
gregtech:gt.metaitem.01:30732, gt.metaitem.01.30732.name
gregtech:gt.metaitem.01:30733, gt.metaitem.01.30733.name
gregtech:gt.metaitem.01:30734, gt.metaitem.01.30734.name
gregtech:gt.metaitem.01:30735, gt.metaitem.01.30735.name
gregtech:gt.metaitem.01:30736, gt.metaitem.01.30736.name
gregtech:gt.metaitem.01:30737, gt.metaitem.01.30737.name
gregtech:gt.metaitem.01:30738, gt.metaitem.01.30738.name
gregtech:gt.metaitem.01:30739, gt.metaitem.01.30739.name
gregtech:gt.metaitem.01:30740, gt.metaitem.01.30740.name
gregtech:gt.metaitem.01:30741, gt.metaitem.01.30741.name
gregtech:gt.metaitem.01:30742, gt.metaitem.01.30742.name
gregtech:gt.metaitem.01:30743, gt.metaitem.01.30743.name
gregtech:gt.metaitem.01:30744, gt.metaitem.01.30744.name
gregtech:gt.metaitem.01:30811, gt.metaitem.01.30811.name
gregtech:gt.metaitem.01:30833, gt.metaitem.01.30833.name
gregtech:gt.metaitem.01:30837, gt.metaitem.01.30837.name
gregtech:gt.metaitem.01:30853, gt.metaitem.01.30853.name
gregtech:gt.metaitem.01:30865, gt.metaitem.01.30865.name
gregtech:gt.metaitem.01:30885, gt.metaitem.01.30885.name
gregtech:gt.metaitem.01:30950, gt.metaitem.01.30950.name
gregtech:gt.metaitem.01:30953, gt.metaitem.01.30953.name
gregtech:gt.metaitem.01:30954, gt.metaitem.01.30954.name
gregtech:gt.metaitem.01:30956, gt.metaitem.01.30956.name
gregtech:gt.metaitem.01:30957, gt.metaitem.01.30957.name
gregtech:gt.metaitem.01:30958, gt.metaitem.01.30958.name
gregtech:gt.metaitem.01:30963, gt.metaitem.01.30963.name
gregtech:gt.metaitem.01:30964, gt.metaitem.01.30964.name
gregtech:gt.metaitem.01:30999, gt.metaitem.01.30999.name
gregtech:gt.metaitem.01:32000, gt.metaitem.01.32000.name
gregtech:gt.metaitem.01:32001, gt.metaitem.01.32001.name
gregtech:gt.metaitem.01:32002, gt.metaitem.01.32002.name
gregtech:gt.metaitem.01:32003, gt.metaitem.01.32003.name
gregtech:gt.metaitem.01:32004, gt.metaitem.01.32004.name
gregtech:gt.metaitem.01:32005, gt.metaitem.01.32005.name
gregtech:gt.metaitem.01:32006, gt.metaitem.01.32006.name
gregtech:gt.metaitem.01:32007, gt.metaitem.01.32007.name
gregtech:gt.metaitem.01:32008, gt.metaitem.01.32008.name
gregtech:gt.metaitem.01:32009, gt.metaitem.01.32009.name
gregtech:gt.metaitem.01:32010, gt.metaitem.01.32010.name
gregtech:gt.metaitem.01:32011, gt.metaitem.01.32011.name
gregtech:gt.metaitem.01:32013, gt.metaitem.01.32013.name
gregtech:gt.metaitem.01:32014, gt.metaitem.01.32014.name
gregtech:gt.metaitem.01:32015, gt.metaitem.01.32015.name
gregtech:gt.metaitem.01:32016, gt.metaitem.01.32016.name
gregtech:gt.metaitem.01:32100, gt.metaitem.01.32100.name
gregtech:gt.metaitem.01:32101, gt.metaitem.01.32101.name
gregtech:gt.metaitem.01:32200, gt.metaitem.01.32200.name
gregtech:gt.metaitem.01:32201, gt.metaitem.01.32201.name
gregtech:gt.metaitem.01:32202, gt.metaitem.01.32202.name
gregtech:gt.metaitem.01:32203, gt.metaitem.01.32203.name
gregtech:gt.metaitem.01:32204, gt.metaitem.01.32204.name
gregtech:gt.metaitem.01:32205, gt.metaitem.01.32205.name
